,SPS1,SPS2,SPS3,SPS4,SPS5,SPS6,SPS7,Pid
C548_B1_G10_D1,0.387,0.0,0.0,0.005,0.0,0.6,0.009000000000000001,C548
C548_B1_G4_D1,0.389,0.0,0.0,0.005,0.0,0.6,0.006,C548
C548_C1_G3_D1,0.39899999999999997,0.0,0.0,0.01,0.002,0.581,0.008,C548
C548_C1_G7_D1,0.396,0.0,0.0,0.01,0.002,0.584,0.008,C548
C548_D1_G1_D1,0.413,0.0,0.0,0.0,0.002,0.579,0.006,C548
C548_D1_G9_D1,0.41200000000000003,0.0,0.0,0.0,0.001,0.581,0.006,C548
C549_A1_G4_D1,0.14400000000000002,0.833,0.016,0.006999999999999999,0.0,0.0,0.0,C549
C549_B1_G3_D1,0.185,0.77,0.0,0.023,0.0,0.022000000000000002,0.0,C549
C549_B1_G5_D1,0.175,0.79,0.0,0.019,0.0,0.016,0.0,C549
C549_B1_G8_D1,0.185,0.774,0.0,0.023,0.0,0.018000000000000002,0.0,C549
C549_C1_G7_D1,0.292,0.653,0.0,0.022000000000000002,0.0,0.033,0.0,C549
C549_C234_L1_D1,0.193,0.76,0.0,0.024,0.0,0.023,0.0,C549
C549_D234_L1_D1,0.287,0.5770000000000001,0.0,0.065,0.003,0.057999999999999996,0.011000000000000001,C549
C550_C1_G5_D1,0.441,0.23399999999999999,0.0,0.027999999999999997,0.033,0.087,0.177,C550
C550_C1_G7_D1,0.575,0.125,0.015,0.013999999999999999,0.03,0.078,0.161,C550
C550_D1_G1_D1,0.446,0.22399999999999998,0.0,0.035,0.033,0.083,0.18,C550
C551_A1_G1_D1,0.5379999999999999,0.07200000000000001,0.0,0.09699999999999999,0.023,0.092,0.177,C551
C551_A1_G5_D1,0.542,0.065,0.0,0.07200000000000001,0.017,0.10800000000000001,0.196,C551
C551_A1_G8_D1,0.526,0.07200000000000001,0.0,0.083,0.021,0.102,0.196,C551
C551_B1_G3_D1,0.62,0.071,0.0,0.043,0.023,0.091,0.152,C551
C551_B1_G5_D1,0.526,0.071,0.0,0.11199999999999999,0.019,0.094,0.17800000000000002,C551
C551_C1_G3_D1,0.516,0.078,0.0,0.113,0.025,0.086,0.18,C551
C551_C1_G5_D1,0.54,0.07400000000000001,0.0,0.091,0.024,0.091,0.18,C551
C551_C1_G9_D1,0.514,0.076,0.0,0.121,0.021,0.084,0.183,C551
